term,crn,Seats_Capacity,Seats_Actual,Seats_Remaining,Waitlist_Capacity,Waitlist_Actual,Waitlist_Remaining
202409,12042,200,168,32,100,0,100
202409,13200,35,30,5,100,0,100
202409,10944,22,21,1,3,0,3
202409,10478,16,14,2,0,0,0
202501,20494,40,12,28,20,0,20
202501,21449,24,22,2,5,0,5
202501,20596,50,12,38,15,0,15
202409,11569,19,13,6,10,0,10
202409,10647,64,65,-1,10,0,10
202501,23892,1,1,0,0,0,0
202409,10796,17,15,2,0,0,0
202501,20376,85,84,1,100,11,89
202409,10808,115,98,17,25,0,25
202501,23563,75,67,8,100,0,100
202409,11892,20,20,0,100,0,100
202501,20333,18,18,0,4,4,0
202501,20092,22,7,15,10,0,10
202501,21309,22,20,2,0,0,0
202409,11984,30,23,7,100,0,100
202409,13672,105,99,6,100,0,100
202501,22575,70,58,12,0,0,0
202501,21504,20,20,0,100,0,100
202501,22191,25,8,17,100,0,100
202501,21577,22,22,0,0,0,0
202409,11344,47,41,6,100,0,100
202501,22977,18,0,18,30,0,30
202409,11574,19,17,2,10,0,10
202409,11927,20,14,6,20,0,20
202501,22515,24,24,0,0,0,0
202501,20998,30,30,0,0,0,0
202409,11740,24,13,11,100,0,100
202409,13220,39,12,27,20,0,20
202409,12706,24,24,0,0,0,0
202409,13190,25,25,0,0,0,0
202409,13315,50,48,2,100,0,100
202501,21394,15,15,0,5,2,3
202409,13010,100,92,8,25,0,25
202409,10976,28,25,3,3,0,3
202409,12073,55,53,2,12,0,12
202409,10318,22,22,0,4,0,4
202409,11856,93,89,4,100,0,100
202501,20183,13,13,0,0,0,0
202409,10317,250,232,18,100,0,100
202501,21261,23,13,10,23,0,23
202501,21609,22,22,0,0,0,0
202501,20872,100,47,53,50,0,50
202501,20234,24,14,10,10,0,10
202501,22576,45,43,2,5,0,5
202501,21966,25,17,8,12,0,12
202409,10153,18,19,-1,100,0,100
202501,22827,25,25,0,0,0,0
202409,10469,92,85,7,0,0,0
202501,22563,24,24,0,0,0,0
202501,20327,20,20,0,4,4,0
202501,22981,38,38,0,50,16,34
202501,22198,6,1,5,100,0,100
202501,21596,22,22,0,0,0,0
202501,23570,10,5,5,100,0,100
202409,10286,24,24,0,4,0,4
202409,10292,24,24,0,4,0,4
202409,11654,22,22,0,0,0,0
202409,12882,70,54,16,100,0,100
202409,12098,60,57,3,30,0,30
202409,10199,13,12,1,0,0,0
202409,10566,78,66,12,100,0,100
202409,13264,6,5,1,0,0,0
202501,22031,44,25,19,3,0,3
202409,12282,5,2,3,5,0,5
202501,20921,22,17,5,3,0,3
202409,14204,18,17,1,5,0,5
202501,20484,12,12,0,4,3,1
202501,21525,30,13,17,10,0,10
202409,10897,60,26,34,50,0,50
202501,21221,33,33,0,100,10,90
202501,21836,38,38,0,100,3,97
202501,21383,35,19,16,100,0,100
202501,21380,60,57,3,30,0,30
202409,14055,2,1,1,0,0,0
202409,11283,31,30,1,2,0,2
202409,13011,15,11,4,10,0,10
202501,23915,35,0,35,0,0,0
202501,20282,24,24,0,4,4,0
202409,13983,10,2,8,100,0,100
202409,13830,30,24,6,0,0,0
202409,12399,3,0,3,2,0,2
202501,21512,35,35,0,20,3,17
202409,13222,60,59,1,35,0,35
202501,23657,66,64,2,0,0,0
202409,12890,25,25,0,0,0,0
202409,12823,15,13,2,2,0,2
202409,13094,60,64,-4,100,0,100
202409,12303,25,3,22,100,0,100
202501,23986,3,0,3,0,0,0
202409,13935,25,14,11,0,0,0
202501,20599,64,63,1,10,0,10
202501,21082,31,31,0,0,0,0
202409,12001,10,4,6,100,0,100
202409,10101,35,18,17,100,0,100
202501,20402,25,11,14,5,0,5
202409,10462,358,334,24,100,0,100
202501,20340,20,20,0,4,2,2
202409,10243,60,60,0,100,0,100
202409,10217,32,31,1,100,0,100
202501,23971,30,22,8,25,0,25
202501,22738,35,35,0,0,0,0
202409,10185,18,3,15,0,0,0
202501,21561,22,20,2,0,0,0
202501,20218,32,32,0,100,5,95
202501,22538,170,170,0,40,25,15
202409,12884,100,98,2,100,0,100
202409,11607,20,20,0,100,0,100
202409,10200,13,14,-1,0,0,0
202501,20271,24,24,0,4,2,2
202501,22852,20,20,0,3,1,2
202501,20435,46,46,0,0,0,0
202409,12601,20,7,13,20,0,20
202409,11972,23,21,2,100,0,100
202409,12043,200,78,122,100,0,100
202409,12075,180,174,6,35,0,35
202409,10045,31,30,1,30,0,30
202501,20694,30,28,2,0,0,0
202409,13304,45,44,1,100,0,100
202409,12302,5,1,4,5,0,5
202409,11091,75,67,8,100,0,100
202409,11703,22,21,1,0,0,0
202501,22544,24,24,0,0,0,0
202409,10758,185,179,6,18,0,18
202409,12365,5,1,4,5,0,5
202501,21166,30,29,1,2,0,2
202409,12195,50,43,7,10,0,10
202501,21994,30,30,0,10,9,1
202501,20344,66,65,1,100,8,92
202409,10840,10,7,3,10,0,10
202501,20619,64,63,1,10,0,10
202501,22219,5,0,5,5,0,5
202501,21173,30,30,0,2,0,2
202409,12181,44,36,8,5,0,5
202501,22654,20,14,6,2,0,2
202409,14200,3,0,3,0,0,0
202501,21172,30,30,0,2,1,1
202409,11337,33,33,0,100,0,100
202409,12656,24,22,2,0,0,0
202409,11065,35,34,1,0,0,0
202501,21067,35,8,27,50,0,50
202409,11514,75,50,25,50,0,50
202501,22530,24,23,1,0,0,0
202501,22843,80,80,0,10,3,7
202501,20175,18,7,11,0,0,0
202409,13120,38,36,2,50,0,50
202501,20633,32,32,0,0,0,0
202501,21485,10,10,0,15,13,2
202409,10182,18,15,3,0,0,0
202409,11121,30,11,19,0,0,0
202501,20232,24,24,0,10,6,4
202409,10951,32,30,2,3,0,3
202501,23181,12,12,0,100,4,96
202409,10121,25,16,9,100,0,100
202409,10764,21,19,2,0,0,0
202409,13152,18,0,18,30,0,30
202409,12340,50,33,17,100,0,100
202409,10057,50,44,6,100,0,100
202409,13762,150,120,30,100,0,100
202409,10191,13,9,4,0,0,0
202409,11792,45,38,7,100,0,100
202501,20377,48,40,8,100,0,100
202409,12848,60,48,12,100,0,100
202501,22391,40,1,39,0,0,0
202501,21719,65,65,0,10,6,4
202501,22527,30,29,1,0,0,0
202409,12602,50,39,11,20,0,20
202409,12262,80,59,21,100,0,100
202409,14131,1,1,0,0,0,0
202409,12361,34,32,2,100,0,100
202501,20443,30,26,4,0,0,0
202409,14236,10,9,1,10,0,10
202501,22240,3,2,1,3,0,3
202501,23020,35,35,0,100,5,95
202501,20744,60,59,1,0,0,0
202501,21651,53,51,2,100,0,100
202409,12280,5,5,0,5,0,5
202409,12428,5,0,5,5,0,5
202501,21070,45,25,20,100,0,100
202409,10165,30,29,1,100,0,100
202409,11006,12,10,2,3,0,3
202409,10381,24,22,2,4,0,4
202409,12684,158,147,11,33,0,33
202501,20486,10,10,0,4,1,3
202501,23130,15,15,0,100,1,99
202409,11498,35,28,7,50,0,50
202501,22885,25,24,1,100,0,100
202409,11764,5,0,5,50,0,50
202501,20432,46,46,0,0,0,0
202409,10484,30,30,0,4,0,4
202409,12878,317,314,3,100,0,100
202501,20221,32,32,0,100,4,96
202409,12754,68,49,19,100,0,100
202409,11370,44,41,3,40,0,40
202501,23856,15,11,4,100,0,100
202501,22708,100,99,1,100,22,78
202409,12092,60,57,3,25,0,25
202501,20251,180,146,34,100,0,100
202409,10384,20,18,2,4,0,4
202501,22835,35,34,1,0,0,0
202501,20324,20,19,1,2,2,0
202409,11504,16,18,-2,5,0,5
202409,12321,5,1,4,5,0,5
202501,23903,5,5,0,0,0,0
202501,23787,10,6,4,100,0,100
202409,13925,35,22,13,20,0,20
202409,12722,72,67,5,10,0,10
202409,13042,30,16,14,100,0,100
202501,20669,30,27,3,0,0,0
202409,13088,80,79,1,100,0,100
202409,12415,5,4,1,5,0,5
202501,22649,20,9,11,2,0,2
202409,13058,25,25,0,100,0,100
202409,10620,100,67,33,80,0,80
202409,13611,27,27,0,100,0,100
202409,12578,10,2,8,100,0,100
202501,23073,50,16,34,100,0,100
202409,12945,25,25,0,30,0,30
202409,13143,22,15,7,50,0,50
202501,20907,22,11,11,50,0,50
202501,20032,33,33,0,0,0,0
202501,23162,50,38,12,100,0,100
202409,10046,50,44,6,20,0,20
202409,11564,24,21,3,5,0,5
202501,23804,24,21,3,100,0,100
202501,22919,25,20,5,100,0,100
202409,13982,10,3,7,100,0,100
202409,10546,20,13,7,20,0,20
202409,10544,20,8,12,10,0,10
202409,13954,30,24,6,0,0,0
202501,21411,15,8,7,5,0,5
202501,22839,35,35,0,40,14,26
202409,13219,36,29,7,20,0,20
202501,23976,45,45,0,100,3,97
202501,21848,20,16,4,25,0,25
202501,22637,20,20,0,2,0,2
202501,22571,24,12,12,0,0,0
202501,21395,15,15,0,5,3,2
202501,20812,20,20,0,12,4,8
202409,12789,20,20,0,2,0,2
202501,20490,20,3,17,10,0,10
202409,10231,32,31,1,100,0,100
202409,11107,95,88,7,100,0,100
202409,10979,28,26,2,3,0,3
202501,20644,30,30,0,0,0,0
202409,12586,22,12,10,20,0,20
202409,12270,125,93,32,100,0,100
202409,12409,5,0,5,5,0,5
202501,22668,20,16,4,2,0,2
202409,13585,18,9,9,100,0,100
202409,11710,100,96,4,100,0,100
202501,20831,30,20,10,100,0,100
202409,13770,35,28,7,100,0,100
202409,12461,20,11,9,20,0,20
202501,23445,18,5,13,0,0,0
202409,13906,10,5,5,100,0,100
202501,22281,5,0,5,5,0,5
202409,10658,54,48,6,50,0,50
202409,13084,25,19,6,100,0,100
202501,21364,30,30,0,100,12,88
202501,23049,100,99,1,50,20,30
202409,13986,10,7,3,100,0,100
202501,22303,25,12,13,25,0,25
202409,10141,22,22,0,100,0,100
202501,21742,60,59,1,100,6,94
202409,11716,66,59,7,100,0,100
202501,21463,19,19,0,10,3,7
202409,10213,32,32,0,100,0,100
202501,21412,50,28,22,30,0,30
202501,20306,20,20,0,2,2,0
202409,12735,54,54,0,4,0,4
202409,10464,92,90,2,0,0,0
202501,23056,50,26,24,22,0,22
202501,21703,60,24,36,5,0,5
202501,23569,50,41,9,100,0,100
202409,11662,22,17,5,0,0,0
202409,10563,80,81,-1,30,0,30
202501,22162,5,1,4,5,0,5
202409,10192,13,10,3,0,0,0
202409,10649,64,64,0,10,0,10
202501,20874,10,10,0,3,0,3
202409,14007,20,15,5,100,0,100
202501,21692,50,41,9,10,0,10
202409,11167,67,61,6,0,0,0
202409,11489,16,16,0,1,0,1
202501,22590,9,7,2,0,0,0
202501,21591,65,65,0,30,11,19
202501,23673,25,24,1,0,0,0
202409,12929,100,97,3,100,0,100
202501,22234,3,0,3,3,0,3
202501,20362,80,80,0,100,47,53
202409,13034,28,24,4,0,0,0
202501,21892,40,40,0,40,25,15
202501,21505,20,10,10,100,0,100
202501,21619,22,13,9,0,0,0
202501,22452,50,1,49,100,0,100
202501,21868,25,15,10,100,0,100
202501,23767,10,1,9,100,0,100
202501,22056,45,16,29,0,0,0
202409,10686,58,32,26,15,0,15
202409,14225,10,1,9,100,0,100
202409,12716,24,24,0,0,0,0
202501,20534,80,70,10,100,0,100
202409,10146,90,89,1,100,0,100
202409,11965,32,31,1,100,0,100
202409,13650,6,1,5,100,0,100
202501,23444,18,8,10,0,0,0
202501,23142,7,9,-2,100,4,96
202409,10322,22,15,7,4,0,4
202409,12381,5,2,3,5,0,5
202409,10346,22,22,0,2,0,2
202501,23571,60,63,-3,100,0,100
202409,12624,77,51,26,100,0,100
202409,12205,16,13,3,10,0,10
202409,10493,30,30,0,4,0,4
202409,12790,20,17,3,2,0,2
202409,13106,17,25,-8,100,0,100
202501,21366,35,35,0,100,1,99
202501,21999,16,12,4,10,0,10
202501,20085,22,12,10,10,0,10
202501,21991,100,27,73,0,0,0
202501,22267,5,1,4,5,0,5
202409,12451,3,0,3,3,0,3
202501,21143,30,16,14,50,0,50
202409,12915,35,35,0,0,0,0
202409,12902,250,249,1,100,0,100
202501,21001,30,10,20,0,0,0
202409,13869,22,19,3,10,0,10
202409,10087,25,22,3,20,0,20
202501,22720,25,8,17,0,0,0
202409,10188,18,13,5,0,0,0
202501,21470,10,9,1,25,0,25
202409,13308,20,20,0,100,0,100
202409,13250,35,33,2,100,0,100
202501,20027,32,32,0,50,3,47
202501,23733,10,6,4,100,0,100
202501,21388,35,27,8,10,0,10
202501,21765,14,13,1,30,0,30
202409,10511,30,21,9,4,0,4
202501,22126,5,1,4,5,0,5
202501,21832,150,58,92,100,0,100
202501,22159,30,30,0,100,0,100
202501,22924,80,79,1,100,23,77
202501,22705,317,267,50,100,0,100
202409,10397,22,25,-3,0,0,0
202409,12927,100,100,0,100,0,100
202409,10735,31,29,2,0,0,0
202501,23022,35,33,2,100,0,100
202409,10751,115,104,11,11,0,11
202409,10707,220,205,15,25,0,25
202409,10266,70,52,18,100,0,100
202409,12618,30,10,20,100,0,100
202409,12322,5,0,5,5,0,5
202409,12673,24,24,0,0,0,0
202409,10592,80,79,1,100,0,100
202409,10369,22,22,0,4,0,4
202501,21478,40,40,0,100,33,67
202501,23729,10,4,6,100,0,100
202501,20042,30,30,0,15,8,7
202501,23516,11,10,1,10,0,10
202409,10823,7,7,0,10,0,10
202501,21376,16,16,0,5,5,0
202501,22513,24,24,0,0,0,0
202501,20158,200,149,51,20,0,20
202409,10228,32,31,1,100,0,100
202409,13705,30,20,10,0,0,0
202501,21282,23,22,1,4,0,4
202501,22887,25,25,0,100,0,100
202501,21699,60,23,37,5,0,5
202409,13756,60,60,0,100,0,100
202409,12800,20,19,1,2,0,2
202409,13079,25,20,5,100,0,100
202501,21257,40,40,0,40,4,36
202409,10097,22,22,0,10,0,10
202501,21600,22,22,0,0,0,0
202409,10947,32,30,2,3,0,3
202501,21016,55,51,4,100,0,100
202501,20468,16,16,0,4,4,0
202409,11011,28,19,9,3,0,3
202409,12040,45,42,3,20,0,20
202501,21940,60,18,42,20,0,20
202409,10429,50,35,15,15,0,15
202501,23122,250,249,1,50,26,24
202501,20657,80,56,24,10,0,10
202409,13863,39,19,20,50,0,50
202501,21838,28,28,0,100,1,99
202501,22640,20,11,9,2,0,2
202501,21150,32,31,1,30,0,30
202409,10593,80,75,5,100,0,100
202409,11660,22,22,0,0,0,0
202501,21518,43,19,24,10,0,10
202409,10619,100,83,17,80,0,80
202501,22529,24,19,5,0,0,0
202501,21151,32,29,3,30,0,30
202409,10641,64,64,0,10,0,10
202501,23560,25,20,5,100,0,100
202501,23139,15,15,0,100,3,97
202409,11392,25,21,4,4,0,4
202501,20399,30,6,24,10,0,10
202409,12015,200,182,18,100,0,100
202409,12446,3,0,3,3,0,3
202409,12620,60,48,12,100,0,100
202409,13953,30,22,8,0,0,0
202409,11189,66,63,3,0,0,0
202409,12406,15,4,11,100,0,100
202409,11381,40,40,0,35,0,35
202409,11066,35,32,3,0,0,0
202501,23151,50,50,0,100,17,83
202501,22767,100,99,1,100,99,1
202409,10152,18,17,1,100,0,100
202501,22476,45,33,12,100,0,100
202501,21176,20,7,13,10,0,10
202409,12336,3,0,3,0,0,0
202501,21565,22,20,2,0,0,0
202501,20668,30,5,25,0,0,0
202501,21701,53,23,30,5,0,5
202501,20865,165,118,47,50,0,50
202409,10491,30,30,0,4,0,4
202501,23517,25,12,13,100,0,100
202409,11286,31,31,0,2,0,2
202409,11326,33,33,0,100,0,100
202501,21370,16,16,0,5,5,0
202501,20080,93,85,8,100,0,100
202409,12410,20,8,12,100,0,100
202501,21187,2,0,2,1,0,1
202409,13854,53,50,3,50,0,50
202501,23514,6,0,6,0,0,0
202501,21653,53,51,2,100,0,100
202409,13218,39,39,0,20,0,20
202501,20114,25,11,14,100,0,100
202501,21988,32,27,5,5,0,5
202409,11009,12,12,0,3,0,3
202501,22478,60,59,1,20,0,20
202501,23600,25,1,24,0,0,0
202501,21942,180,136,44,90,0,90
202501,21235,150,144,6,80,0,80
202501,21224,32,32,0,100,9,91
202501,20060,3,1,2,0,0,0
202501,22525,190,136,54,100,0,100
202409,11462,24,24,0,20,0,20
202501,23572,60,63,-3,100,0,100
202501,22046,18,18,0,5,5,0
202409,10718,33,29,4,0,0,0
202409,13823,15,10,5,0,0,0
202409,11645,5,5,0,0,0,0
202501,20733,40,26,14,10,0,10
202409,12672,24,21,3,0,0,0
202501,20928,42,35,7,50,0,50
202501,22969,22,22,0,20,0,20
202409,13635,20,10,10,30,0,30
202409,13675,25,12,13,100,0,100
202501,21668,25,14,11,100,0,100
202501,21857,60,44,16,100,0,100
202501,22518,24,22,2,0,0,0
202501,20180,78,77,1,10,0,10
202409,10433,12,5,7,3,0,3
202409,10632,100,85,15,100,0,100
202409,10637,64,61,3,10,0,10
202409,11879,46,39,7,100,0,100
202501,21618,22,15,7,20,0,20
202409,12104,50,45,5,20,0,20
202501,20382,60,45,15,100,0,100
202501,22876,5,0,5,100,0,100
202409,10430,50,35,15,15,0,15
202409,10798,17,16,1,0,0,0
202409,14001,50,51,-1,100,0,100
202501,21538,22,22,0,0,0,0
202409,11619,35,31,4,20,0,20
202501,22197,25,4,21,100,0,100
202501,20903,16,16,0,3,0,3
202501,22209,5,0,5,5,0,5
202501,21969,25,10,15,12,0,12
202501,21017,30,30,0,0,0,0
202409,11520,35,23,12,50,0,50
202409,13299,35,34,1,50,0,50
202409,11652,22,21,1,0,0,0
202501,23084,22,10,12,100,0,100
202501,23898,100,5,95,100,0,100
202501,21445,10,0,10,0,0,0
202409,11711,60,49,11,100,0,100
202409,12442,5,0,5,5,0,5
202409,10525,30,25,5,4,0,4
202409,11070,35,34,1,0,0,0
202409,10209,32,32,0,100,0,100
202501,21371,16,16,0,5,5,0
202501,20721,15,15,0,0,0,0
202501,20375,70,68,2,0,0,0
202409,10275,358,344,14,100,0,100
202501,21169,30,30,0,2,2,0
202501,22231,3,2,1,3,0,3
202501,20729,9,9,0,10,2,8
202501,23749,30,10,20,20,0,20
202501,20649,30,26,4,0,0,0
202409,12885,100,100,0,100,0,100
202409,13261,20,9,11,100,0,100
202409,11319,32,32,0,30,0,30
202501,22433,50,11,39,100,0,100
202409,10722,33,31,2,0,0,0
202409,10095,110,73,37,100,0,100
202501,20931,12,11,1,50,0,50
202409,12083,205,196,9,100,0,100
202409,12209,40,21,19,0,0,0
202501,21650,5,1,4,100,0,100
202409,11089,40,13,27,100,0,100
202501,23820,25,13,12,0,0,0
202501,22293,3,0,3,3,0,3
202409,10487,30,30,0,4,0,4
202501,22587,9,8,1,0,0,0
202409,11794,50,33,17,100,0,100
202409,11019,12,7,5,3,0,3
202409,13918,50,50,0,100,0,100
202501,21015,30,0,30,0,0,0
202501,22432,70,51,19,100,0,100
202501,23852,30,25,5,0,0,0
202409,11508,35,32,3,0,0,0
202409,11074,154,128,26,100,0,100
202409,12194,45,28,17,30,0,30
202409,13722,54,54,0,100,0,100
202409,10522,20,6,14,10,0,10
202409,11567,50,47,3,100,0,100
202501,20682,30,28,2,0,0,0
202501,22867,30,6,24,100,0,100
202409,12453,20,6,14,0,0,0
202409,10540,12,12,0,2,0,2
202501,23784,10,2,8,100,0,100
202501,21933,150,103,47,100,0,100
202409,13857,35,34,1,50,0,50
202501,23647,30,20,10,0,0,0
202501,21546,110,109,1,100,1,99
202501,20038,30,30,0,20,1,19
202409,11464,24,21,3,20,0,20
202501,22942,17,25,-8,100,14,86
202409,10942,22,22,0,3,0,3
202501,20663,30,18,12,0,0,0
202409,11823,53,42,11,5,0,5
202501,23762,10,0,10,100,0,100
202409,13217,36,36,0,20,0,20
202409,12794,20,20,0,2,0,2
202409,12259,180,115,65,100,0,100
202409,10687,60,50,10,25,0,25
202409,12323,5,4,1,5,0,5
202409,14136,40,40,0,20,0,20
202501,20485,12,12,0,4,1,3
202501,20209,32,32,0,50,9,41
202501,20899,16,15,1,3,0,3
202501,23508,14,1,13,100,0,100
202409,11789,36,21,15,0,0,0
202501,22891,25,24,1,100,0,100
202409,10051,30,27,3,30,0,30
202409,10085,25,22,3,20,0,20
202501,21332,20,11,9,4,0,4
202409,12403,20,0,20,10,0,10
202409,11584,10,13,-3,10,0,10
202501,23531,105,79,26,0,0,0
202501,22217,5,2,3,5,0,5
202501,23566,150,120,30,100,0,100
202409,10415,40,0,40,100,0,100
202409,10480,16,10,6,0,0,0
202501,22841,40,40,0,0,0,0
202501,22537,170,169,1,40,25,15
202409,10685,53,49,4,25,0,25
202501,21455,24,24,0,5,0,5
202501,21377,16,16,0,5,5,0
202501,21950,160,114,46,70,0,70
202501,20584,120,119,1,100,5,95
202409,10822,35,34,1,25,0,25
202409,11079,31,30,1,0,0,0
202409,10623,100,58,42,80,0,80
202501,23160,50,45,5,100,0,100
202501,21924,40,10,30,20,0,20
202501,21901,40,38,2,40,0,40
202409,12626,40,29,11,100,0,100
202409,11432,30,30,0,4,0,4
202409,11621,35,24,11,20,0,20
202501,21675,45,29,16,0,0,0
202501,20178,18,18,0,0,0,0
202501,20058,10,7,3,5,0,5
202409,13950,30,22,8,0,0,0
202409,12462,10,1,9,0,0,0
202501,22422,50,37,13,20,0,20
202409,12118,70,38,32,25,0,25
202501,21339,24,24,0,4,2,2
202501,20131,22,22,0,100,10,90
202409,10282,24,23,1,4,0,4
202409,11077,30,27,3,0,0,0
202409,10048,30,29,1,30,0,30
202409,10547,40,23,17,100,0,100
202409,12809,20,10,10,2,0,2
202409,12743,9,8,1,0,0,0
202501,21693,24,22,2,5,0,5
202501,21891,200,199,1,100,3,97
202409,13017,36,30,6,25,0,25
202501,22591,20,17,3,0,0,0
202501,21845,5,0,5,5,0,5
202409,13669,105,104,1,100,0,100
202409,12590,10,4,6,20,0,20
202501,21291,19,19,0,4,1,3
202409,12667,24,23,1,0,0,0
202409,11184,31,31,0,0,0,0
202501,20713,20,17,3,25,0,25
202409,11010,71,68,3,50,0,50
202409,12306,20,12,8,100,0,100
202501,22716,25,25,0,0,0,0
202409,10654,56,55,1,50,0,50
202409,11435,18,12,6,4,0,4
202409,13852,45,44,1,10,0,10
202501,22581,9,9,0,0,0,0
202409,13693,9,9,0,0,0,0
202501,23934,23,23,0,40,1,39
202501,20746,85,54,31,10,0,10
202409,10887,45,45,0,100,0,100
202501,20876,10,9,1,3,0,3
202501,20525,18,18,0,15,2,13
202409,11739,12,12,0,10,0,10
202409,13057,25,26,-1,100,0,100
202409,11929,20,8,12,20,0,20
202409,12315,5,1,4,5,0,5
202501,21885,40,20,20,17,0,17
202409,10179,18,11,7,0,0,0
202501,21329,36,17,19,100,0,100
202409,10299,24,24,0,4,0,4
202409,12297,30,12,18,100,0,100
202409,12038,45,39,6,20,0,20
202409,11570,19,18,1,10,0,10
202501,22757,100,99,1,100,44,56
202409,11811,30,29,1,5,0,5
202409,13192,90,81,9,10,0,10
202501,20821,60,33,27,100,0,100
202501,23680,10,8,2,100,0,100
202409,13651,6,1,5,100,0,100
202409,12748,10,10,0,0,0,0
202501,23515,6,2,4,6,0,6
202501,20039,50,50,0,20,16,4
202409,12255,24,23,1,5,0,5
202501,22707,100,73,27,100,0,100
202409,10347,22,22,0,2,0,2
202501,22127,5,2,3,5,0,5
202409,11388,25,25,0,4,0,4
202409,12765,12,0,12,100,0,100
202501,23450,20,21,-1,0,0,0
202409,10756,33,32,1,0,0,0
202501,20189,30,20,10,100,0,100
202501,22436,40,26,14,20,0,20
202409,13014,38,37,1,0,0,0
202409,13271,75,40,35,100,0,100
202409,13736,40,39,1,100,0,100
202409,12076,40,39,1,20,0,20
202501,22669,50,42,8,100,0,100
202409,12822,15,12,3,2,0,2
202409,12901,250,247,3,100,0,100
202501,23512,6,1,5,6,0,6
202501,22859,20,20,0,0,0,0
202409,11529,40,17,23,50,0,50
202501,20877,100,55,45,50,0,50
202501,21569,66,66,0,66,4,62
202409,12457,15,3,12,100,0,100
202409,10635,64,65,-1,10,0,10
202409,10989,16,15,1,3,0,3
202501,22853,20,19,1,3,0,3
202409,11172,33,32,1,0,0,0
202501,21340,15,0,15,100,0,100
202409,12116,80,73,7,25,0,25
202501,20367,20,20,0,4,4,0
202409,11893,15,14,1,100,0,100
202501,21961,45,23,22,22,0,22
202409,13856,45,45,0,50,0,50
202409,12057,40,35,5,10,0,10
202409,14068,32,32,0,100,0,100
202501,21417,15,15,0,5,1,4
202501,20151,30,29,1,100,23,77
202501,21475,50,50,0,100,2,98
202409,12046,200,181,19,100,0,100
202409,12418,5,1,4,5,0,5
202501,20615,64,63,1,10,0,10
202501,20284,24,24,0,4,4,0
202501,22269,5,0,5,5,0,5
202409,11171,45,40,5,100,0,100
202501,20357,22,22,0,4,0,4
202409,13097,60,62,-2,100,0,100
202409,12378,5,0,5,5,0,5
202501,21236,60,60,0,60,6,54
202409,13001,40,31,9,0,0,0
202501,20086,22,3,19,10,0,10
202501,21168,30,30,0,2,2,0
202501,22570,24,24,0,0,0,0
202501,21415,15,4,11,5,0,5
202409,11354,23,20,3,23,0,23
202501,21788,20,9,11,20,0,20
202409,10675,31,29,2,0,0,0
202409,10295,24,24,0,4,0,4
202409,11179,31,31,0,0,0,0
202409,13970,10,0,10,100,0,100
202409,14070,1,1,0,0,0,0
202501,21075,45,16,29,100,0,100
202409,11724,29,18,11,100,0,100
202409,11335,33,32,1,100,0,100
202409,13975,10,0,10,100,0,100
202501,21606,66,66,0,66,18,48
202409,10201,20,10,10,0,0,0
202409,10711,33,31,2,0,0,0
202501,23486,5,2,3,5,0,5
202501,23134,15,15,0,100,8,92
202409,13789,24,9,15,0,0,0
202409,11735,20,20,0,25,0,25
202501,22290,5,0,5,5,0,5
202501,22546,24,24,0,0,0,0
202409,12935,100,100,0,100,0,100
202501,21389,35,31,4,0,0,0
202501,21407,60,59,1,50,5,45
202409,13595,18,11,7,100,0,100
202409,10804,25,23,2,10,0,10
202501,20228,60,59,1,100,12,88
202409,10622,100,58,42,80,0,80
202409,10676,31,31,0,0,0,0
202501,21072,33,33,0,0,0,0
202409,11223,25,24,1,25,0,25
202409,10665,45,41,4,100,0,100
202501,22957,38,34,4,50,0,50
202409,11868,60,42,18,100,0,100
202409,11717,22,22,0,0,0,0
202501,23125,15,14,1,0,0,0
202501,20741,20,18,2,0,0,0
202409,11108,90,54,36,100,0,100
202409,13246,50,19,31,100,0,100
202409,10043,30,28,2,30,0,30
202501,21938,60,60,0,20,1,19
202501,23093,12,7,5,100,0,100
202409,10574,40,39,1,15,0,15
202501,21420,50,50,0,50,1,49
202501,23447,18,17,1,0,0,0
202501,22598,20,7,13,0,0,0
202501,20313,20,20,0,2,2,0
202409,10361,16,16,0,4,0,4
202409,10564,42,40,2,5,0,5
202501,20546,30,30,0,50,1,49
202409,10747,31,32,-1,0,0,0
202409,11478,35,32,3,50,0,50
202501,21862,27,12,15,100,0,100
202501,22387,40,1,39,0,0,0
202409,11236,66,63,3,0,0,0
202409,12729,8,5,3,0,0,0
202501,22631,20,10,10,2,0,2
202409,13730,12,12,0,100,0,100
202409,11886,68,61,7,100,0,100
202409,11474,18,19,-1,5,0,5
202409,13724,54,54,0,100,0,100
202409,10940,90,82,8,50,0,50
202409,10936,32,30,2,3,0,3
202409,10407,40,20,20,100,0,100
202409,11928,20,8,12,20,0,20
202501,21483,24,2,22,4,0,4
202409,13763,50,42,8,100,0,100
202409,11867,70,41,29,100,0,100
202409,10660,15,14,1,30,0,30
202501,22652,20,17,3,2,0,2
202409,11861,100,75,25,100,0,100
202501,20090,22,5,17,10,0,10
202501,21396,15,15,0,5,4,1
202409,12333,3,1,2,3,0,3
202409,11169,35,31,4,50,0,50
202409,12853,10,8,2,100,0,100
202501,20905,60,60,0,30,5,25
202409,12638,12,4,8,100,0,100
202409,12349,20,5,15,100,0,100
202501,20863,24,20,4,3,0,3
202409,12909,35,33,2,0,0,0
202501,21481,48,8,40,100,0,100
202501,21989,32,30,2,8,1,7
202501,22763,100,99,1,100,96,4
202501,23079,45,44,1,100,22,78
