term,crn,Seats_Capacity,Seats_Actual,Seats_Remaining,Waitlist_Capacity,Waitlist_Actual,Waitlist_Remaining
202501,20680,30,29,1,0,0,0
202409,11525,15,10,5,5,0,5
202501,20477,150,41,109,20,0,20
202409,10999,16,16,0,3,0,3
202409,12948,25,25,0,30,0,30
202409,13124,22,22,0,30,0,30
202501,21912,40,40,0,40,0,40
202409,10790,154,139,15,10,0,10
202501,20723,150,67,83,15,0,15
202501,23619,67,65,2,0,0,0
202501,23535,12,10,2,0,0,0
202501,23998,2,2,0,0,0,0
202501,22911,25,25,0,100,0,100
202409,10096,22,17,5,10,0,10
202409,12277,5,0,5,5,0,5
202501,20555,12,4,8,10,0,10
202409,10531,68,28,40,100,0,100
202409,10935,90,76,14,50,0,50
202501,21222,33,33,0,100,10,90
202409,11375,22,19,3,22,0,22
202409,12834,20,6,14,2,0,2
202501,22756,100,100,0,100,96,4
202501,21864,20,20,0,100,13,87
202501,21620,44,43,1,20,0,20
202409,13273,12,8,4,100,0,100
202409,11232,119,112,7,0,0,0
202409,13128,22,22,0,30,0,30
202501,21144,32,32,0,30,10,20
202501,21503,20,20,0,100,1,99
202409,13154,22,16,6,50,0,50
202501,22884,238,232,6,100,0,100
202409,12356,20,21,-1,100,0,100
202409,12162,24,23,1,10,0,10
202501,21575,22,22,0,0,0,0
202409,14026,26,26,0,100,0,100
202501,22099,299,125,174,100,0,100
202409,14057,13,13,0,5,0,5
202409,13279,16,13,3,100,0,100
202409,10981,34,19,15,50,0,50
202501,20141,18,16,2,100,0,100
202501,22670,50,50,0,100,2,98
202501,22179,5,0,5,5,0,5
202409,11443,50,21,29,4,0,4
202409,13657,14,8,6,100,0,100
202409,12334,3,0,3,3,0,3
202409,10820,100,81,19,25,0,25
202409,11964,41,39,2,100,0,100
202409,10438,20,11,9,5,0,5
202409,13019,31,24,7,0,0,0
202501,20446,30,27,3,0,0,0
202409,12167,24,11,13,5,0,5
202501,22964,22,21,1,50,1,49
202501,21909,40,26,14,40,0,40
202501,21453,24,16,8,5,0,5
202409,12548,21,19,2,0,0,0
202501,21333,20,11,9,4,0,4
202409,10287,24,24,0,4,0,4
202501,22505,24,24,0,0,0,0
202501,22037,80,74,6,20,0,20
202501,20326,80,80,0,100,45,55
202409,13689,40,29,11,100,0,100
202409,13203,35,35,0,100,0,100
202409,11563,24,15,9,5,0,5
202501,20445,30,30,0,0,0,0
202409,10039,45,43,2,10,0,10
202501,21902,40,40,0,40,0,40
202501,22758,100,100,0,100,40,60
202409,13840,20,0,20,0,0,0
202409,12088,230,228,2,100,0,100
202501,23849,30,25,5,0,0,0
202501,23916,35,0,35,0,0,0
202409,13245,45,37,8,100,0,100
202409,11691,44,42,2,100,0,100
202409,12928,100,100,0,100,0,100
202501,23913,35,0,35,0,0,0
202501,20559,10,10,0,5,5,0
202409,13157,38,33,5,50,0,50
202501,21214,33,33,0,100,39,61
202409,13258,16,12,4,100,0,100
202409,12665,24,23,1,0,0,0
202409,12718,24,15,9,0,0,0
202409,12893,25,24,1,0,0,0
202501,22930,40,22,18,100,0,100
202409,14250,6,3,3,0,0,0
202501,22597,20,7,13,100,0,100
202501,20474,16,16,0,4,4,0
202409,12094,50,48,2,25,0,25
202409,11129,80,44,36,100,0,100
202409,12732,22,19,3,0,0,0
202501,21319,16,16,0,4,2,2
202501,20748,45,45,0,25,13,12
202501,22043,60,36,24,10,0,10
202501,20040,50,50,0,30,13,17
202409,11428,16,0,16,4,0,4
202409,10997,16,17,-1,3,0,3
202501,22188,3,0,3,0,0,0
202409,11967,28,20,8,100,0,100
202501,21473,50,46,4,100,0,100
202501,22635,20,20,0,2,1,1
202501,23676,25,8,17,100,0,100
202409,12593,20,6,14,20,0,20
202501,22287,5,0,5,5,0,5
202409,11556,24,12,12,5,0,5
202501,20464,30,30,0,4,3,1
202409,12019,50,49,1,20,0,20
202501,22225,5,2,3,5,0,5
202501,23145,60,60,0,50,12,38
202409,10208,32,32,0,100,0,100
202501,22060,20,0,20,10,0,10
202501,23663,20,0,20,0,0,0
202409,10712,33,27,6,0,0,0
202501,22992,38,38,0,50,7,43
202501,21427,24,24,0,20,15,5
202409,11130,75,20,55,100,0,100
202501,21229,22,22,0,40,0,40
202409,10089,110,54,56,100,0,100
202409,11322,100,39,61,10,0,10
202501,23927,25,25,0,100,23,77
202501,22192,25,6,19,100,0,100
202409,11786,175,146,29,100,0,100
202409,10943,22,20,2,3,0,3
202501,22883,50,20,30,50,0,50
202501,20093,75,45,30,100,0,100
202409,11790,60,53,7,100,0,100
202501,21968,20,20,0,6,4,2
202409,10219,30,16,14,50,0,50
202409,11356,51,42,9,40,0,40
202501,20681,30,30,0,0,0,0
202409,10119,30,20,10,100,0,100
202409,13251,35,24,11,100,0,100
202409,10538,12,11,1,2,0,2
202409,10782,83,82,1,25,0,25
202501,23924,35,0,35,0,0,0
202409,10972,30,29,1,3,0,3
202501,21674,45,15,30,100,0,100
202409,10815,23,20,3,0,0,0
202409,12828,110,70,40,100,0,100
202501,23177,12,12,0,100,2,98
202409,13044,90,59,31,100,0,100
202409,12049,40,35,5,10,0,10
202501,20275,24,23,1,4,4,0
202501,21835,38,37,1,100,5,95
202409,10578,41,41,0,15,0,15
202409,11878,50,27,23,100,0,100
202409,12411,30,16,14,30,0,30
202409,12900,250,247,3,100,0,100
202409,10301,24,23,1,4,0,4
202409,10939,86,74,12,50,0,50
202409,11629,30,20,10,5,0,5
202409,11194,66,64,2,0,0,0
202501,22035,150,109,41,20,0,20
202501,22230,3,0,3,3,0,3
202501,20483,9,8,1,0,0,0
202501,20609,64,63,1,10,0,10
202409,12102,60,61,-1,20,0,20
202501,22032,44,24,20,3,0,3
202409,10100,22,5,17,10,0,10
202409,10059,50,43,7,20,0,20
202409,10652,50,42,8,50,0,50
202501,21323,40,9,31,20,0,20
202409,12247,24,24,0,5,0,5
202409,12120,60,47,13,20,0,20
202501,22016,32,28,4,10,1,9
202501,20980,30,30,0,0,0,0
202501,22979,22,21,1,50,2,48
202409,11417,18,16,2,4,0,4
202501,22165,5,1,4,5,0,5
202501,22531,24,22,2,0,0,0
202409,11848,40,39,1,10,0,10
202409,11125,30,2,28,0,0,0
202501,20087,110,59,51,100,0,100
202409,11994,25,23,2,100,0,100
202409,12284,5,0,5,5,0,5
202409,12121,30,22,8,15,0,15
202501,21847,10,8,2,100,0,100
202501,21804,30,8,22,30,0,30
202501,21541,22,20,2,0,0,0
202409,12290,5,3,2,5,0,5
202501,21837,25,25,0,100,9,91
202409,11589,30,29,1,20,0,20
202501,20145,24,20,4,100,0,100
202409,11582,75,57,18,100,0,100
202409,11096,30,22,8,0,0,0
202501,21915,40,31,9,40,0,40
202409,10305,24,24,0,4,0,4
202409,14109,20,0,20,0,0,0
202501,22636,20,19,1,2,0,2
202501,22882,50,20,30,50,0,50
202501,22045,10,7,3,100,0,100
202501,20603,100,47,53,100,0,100
202501,22123,5,0,5,5,0,5
202501,21581,66,63,3,66,0,66
202409,12838,20,18,2,2,0,2
202409,12795,20,18,2,2,0,2
202501,23482,17,18,-1,15,0,15
202501,23601,30,23,7,0,0,0
202501,22057,40,33,7,30,0,30
202409,12430,5,0,5,5,0,5
202501,23850,30,22,8,0,0,0
202501,21670,175,146,29,100,0,100
202409,12397,3,0,3,3,0,3
202501,20673,30,30,0,0,0,0
202501,21369,160,160,0,50,44,6
202409,11106,90,18,72,100,0,100
202409,13085,80,81,-1,100,0,100
202409,12939,100,100,0,100,0,100
202409,11668,22,21,1,0,0,0
202501,21735,60,58,2,100,0,100
202409,10147,65,57,8,100,0,100
202501,21800,30,16,14,30,0,30
202501,21553,88,78,10,88,0,88
202409,12744,9,5,4,0,0,0
202501,23060,60,60,0,30,1,29
202501,21120,200,85,115,100,0,100
202409,11333,33,33,0,100,0,100
202409,13277,3,3,0,100,0,100
202409,13148,18,1,17,30,0,30
202501,20318,20,20,0,2,2,0
202501,20868,22,20,2,3,0,3
202501,20208,32,32,0,100,13,87
202409,11656,22,20,2,0,0,0
202409,10038,45,41,4,50,0,50
202409,12541,47,46,1,0,0,0
202409,13086,80,79,1,100,0,100
202409,10288,24,24,0,4,0,4
202409,11466,18,18,0,5,0,5
202409,11362,49,45,4,40,0,40
202501,21665,50,35,15,100,0,100
202409,11081,55,22,33,100,0,100
202501,22600,20,11,9,100,0,100
202409,11980,6,3,3,20,0,20
202409,10067,13,11,2,0,0,0
202501,21008,75,40,35,100,0,100
202409,10340,22,22,0,2,0,2
202409,13022,30,30,0,0,0,0
202501,21572,22,22,0,0,0,0
202501,20110,30,30,0,100,2,98
202501,22028,150,58,92,20,0,20
202501,21148,32,32,0,30,8,22
202409,11485,15,16,-1,5,0,5
202409,10741,35,10,25,10,0,10
202501,20594,100,73,27,80,0,80
202501,23688,50,0,50,100,0,100
202409,11732,100,95,5,100,0,100
202409,12035,230,200,30,100,0,100
202409,10342,22,21,1,2,0,2
202501,21787,25,12,13,0,0,0
202409,11274,32,26,6,30,0,30
202501,21145,32,32,0,30,5,25
202409,11395,25,24,1,4,0,4
202409,11963,43,43,0,100,0,100
202409,12932,100,98,2,100,0,100
202409,11340,22,22,0,100,0,100
202409,11231,60,6,54,50,0,50
202501,22107,22,22,0,5,0,5
202501,22978,22,22,0,50,1,49
202501,22041,25,14,11,0,0,0
202409,12605,48,29,19,100,0,100
202409,13845,10,8,2,100,0,100
202501,23184,65,1,64,100,0,100
202501,20620,64,61,3,10,0,10
202501,22599,35,9,26,100,0,100
202409,12851,25,18,7,100,0,100
202409,11116,30,8,22,0,0,0
202409,11726,22,6,16,0,0,0
202409,10383,180,167,13,100,0,100
202501,22659,20,8,12,2,0,2
202409,12345,15,3,12,20,0,20
202409,11022,46,41,5,50,0,50
202501,21640,30,24,6,100,0,100
202409,12712,24,22,2,0,0,0
202409,14238,25,23,2,0,0,0
202501,22540,30,29,1,0,0,0
202409,11131,20,4,16,100,0,100
202501,21078,10,1,9,0,0,0
202409,12906,100,100,0,100,0,100
202501,23036,90,71,19,40,0,40
202409,11676,22,21,1,0,0,0
202409,13677,25,25,0,0,0,0
202409,10255,24,8,16,10,0,10
202501,22003,150,87,63,100,0,100
202501,21278,23,22,1,4,0,4
202501,21071,33,33,0,0,0,0
202501,21926,80,57,23,40,0,40
202501,21918,200,137,63,70,0,70
202409,14163,15,14,1,15,0,15
202501,22500,299,242,57,35,0,35
202409,12050,40,38,2,10,0,10
202501,22047,18,18,0,10,10,0
202409,11431,40,38,2,100,0,100
202409,10830,35,26,9,25,0,25
202409,11503,16,17,-1,5,0,5
202409,10713,33,33,0,0,0,0
202501,23766,10,7,3,100,0,100
202501,23532,105,97,8,0,0,0
202409,10171,18,15,3,0,0,0
202501,23689,50,0,50,100,0,100
202409,10148,110,106,4,100,0,100
202409,11112,60,22,38,100,0,100
202409,13056,200,193,7,100,0,100
202501,22223,5,0,5,5,0,5
202501,22441,35,34,1,30,0,30
202501,22207,5,0,5,5,0,5
202409,12273,4,0,4,5,0,5
202501,21750,45,45,0,100,0,100
202501,22601,20,17,3,5,0,5
202409,12305,60,43,17,100,0,100
202501,22156,60,37,23,100,0,100
202501,22851,30,30,0,50,12,38
202501,23062,50,27,23,25,0,25
202409,10410,90,45,45,100,0,100
202501,23679,50,39,11,100,0,100
202409,12347,20,15,5,20,0,20
202409,11491,16,16,0,0,0,0
202501,20404,40,16,24,0,0,0
202409,11271,31,30,1,30,0,30
202409,10662,45,41,4,100,0,100
202409,12074,54,49,5,12,0,12
202409,12368,5,1,4,5,0,5
202409,14080,60,52,8,0,0,0
202501,21893,40,40,0,40,16,24
202501,21165,30,30,0,2,1,1
202501,21457,24,9,15,5,0,5
202501,23028,35,15,20,100,0,100
202501,22256,30,13,17,30,0,30
202409,12704,24,21,3,0,0,0
202409,13133,38,38,0,50,0,50
202501,21897,40,40,0,40,20,20
202409,10409,30,33,-3,100,0,100
202501,20035,30,30,0,20,0,20
202409,13191,25,24,1,100,0,100
202501,22443,10,4,6,100,0,100
202501,22656,20,19,1,2,0,2
202409,10958,32,32,0,3,0,3
202501,23074,50,40,10,100,0,100
202501,21567,22,21,1,0,0,0
202409,12276,5,2,3,5,0,5
202409,10967,1,0,1,2,0,2
202409,10431,50,34,16,15,0,15
202501,21867,50,6,44,100,0,100
202501,21368,120,118,2,100,52,48
202501,20553,20,20,0,100,0,100
202409,13855,35,31,4,50,0,50
202501,20698,90,90,0,40,6,34
202409,12455,25,13,12,100,0,100
202409,12206,22,18,4,10,0,10
202409,10107,45,41,4,100,0,100
202409,13059,25,16,9,100,0,100
202409,14122,15,0,15,0,0,0
202501,21694,53,38,15,0,0,0
202409,12892,25,25,0,0,0,0
202409,11017,30,24,6,3,0,3
202409,10297,24,24,0,4,0,4
202409,11067,35,33,2,0,0,0
202501,22676,30,29,1,100,18,82
202501,20755,25,16,9,10,0,10
202409,11701,88,85,3,100,0,100
202501,22739,35,34,1,0,0,0
202409,14006,32,30,2,100,0,100
202409,12764,12,9,3,100,0,100
202501,22030,44,26,18,3,0,3
202501,21722,35,35,0,20,2,18
202501,23643,30,22,8,0,0,0
202501,22428,25,9,16,15,0,15
202501,22427,15,0,15,100,0,100
202409,10965,4,1,3,10,0,10
202501,23941,20,0,20,0,0,0
202409,10740,136,131,5,13,0,13
202501,20173,18,17,1,0,0,0
202409,10329,22,22,0,4,0,4
202501,20983,55,55,0,100,2,98
202501,20138,20,16,4,100,0,100
202501,20660,55,40,15,15,0,15
202409,11240,35,33,2,100,0,100
202501,21648,30,18,12,50,0,50
202409,14045,20,8,12,0,0,0
202501,21109,50,24,26,30,0,30
202409,13208,35,35,0,100,0,100
202409,10617,60,45,15,50,0,50
202501,23899,60,0,60,100,0,100
202409,13729,50,50,0,100,0,100
202409,10387,20,19,1,4,0,4
202409,10829,20,18,2,10,0,10
202409,11423,30,21,9,0,0,0
202409,11849,30,19,11,10,0,10
202501,21354,18,18,0,5,3,2
202409,11346,64,60,4,60,0,60
202501,20749,35,35,0,10,1,9
202409,10436,12,11,1,3,0,3
202409,12810,20,16,4,2,0,2
202501,21579,11,6,5,0,0,0
202501,22195,20,12,8,20,0,20
202409,11299,3,3,0,3,0,3
202501,22857,20,20,0,0,0,0
202501,20351,20,20,0,4,4,0
202501,20591,100,47,53,80,0,80
202409,13872,40,37,3,10,0,10
202409,12832,20,15,5,2,0,2
202409,11177,33,33,0,0,0,0
202409,10519,16,15,1,16,0,16
202409,11025,24,19,5,50,0,50
202409,13162,38,25,13,50,0,50
202409,10794,17,17,0,0,0,0
202501,22873,60,22,38,100,0,100
202409,11007,12,0,12,3,0,3
202409,11768,53,47,6,100,0,100
202409,12383,5,2,3,5,0,5
202409,10345,22,22,0,2,0,2
202409,10222,32,31,1,100,0,100
202501,22106,22,22,0,5,0,5
202409,12152,24,24,0,10,0,10
202409,10674,31,31,0,0,0,0
202409,13169,22,18,4,30,0,30
202501,22836,35,35,0,0,0,0
202409,12275,5,1,4,5,0,5
202409,13807,30,23,7,0,0,0
202501,21002,86,86,0,100,13,87
202501,20715,15,15,0,0,0,0
202501,21784,50,49,1,50,0,50
202409,12574,80,53,27,20,0,20
202409,13654,6,2,4,100,0,100
202501,20403,20,18,2,10,0,10
202501,23541,15,14,1,100,0,100
202501,22666,20,13,7,2,0,2
202501,20279,24,24,0,4,4,0
202501,20328,20,20,0,4,4,0
202501,20889,120,56,64,50,0,50
202501,23044,50,50,0,20,1,19
202501,21390,35,33,2,0,0,0
202501,22555,24,24,0,0,0,0
202409,10995,16,14,2,3,0,3
202501,22254,20,7,13,100,0,100
202501,21566,22,22,0,0,0,0
202409,12170,80,71,9,50,0,50
202501,20458,30,30,0,4,3,1
202409,10542,10,9,1,4,0,4
202409,11280,32,32,0,2,0,2
202409,11075,31,26,5,0,0,0
202501,20622,50,40,10,50,0,50
202501,21540,110,108,2,100,0,100
202409,10112,74,64,10,100,0,100
202501,21629,25,14,11,0,0,0
202501,21524,35,9,26,5,0,5
202501,20260,280,253,27,100,0,100
202409,12127,20,13,7,100,0,100
202409,11219,22,21,1,0,0,0
202501,22899,25,25,0,100,0,100
202409,10002,35,11,24,20,0,20
202409,14119,15,0,15,0,0,0
202501,22898,150,120,30,100,0,100
202501,21274,50,33,17,0,0,0
202501,22535,24,13,11,0,0,0
202501,22450,35,21,14,20,0,20
202501,23582,150,139,11,0,0,0
202409,12419,5,2,3,5,0,5
202501,21729,75,75,0,100,2,98
202409,12144,80,80,0,60,0,60
202409,10293,24,24,0,4,0,4
202409,13072,25,24,1,100,0,100
202501,20433,92,92,0,0,0,0
202501,20054,50,50,0,20,0,20
202501,22270,5,2,3,5,0,5
202409,10406,100,67,33,100,0,100
202409,10959,32,31,1,3,0,3
202501,23557,150,123,27,50,0,50
202501,22926,80,68,12,100,0,100
202501,20526,18,18,0,15,0,15
202501,22244,3,0,3,2,0,2
202501,23736,10,8,2,30,0,30
202409,11658,110,90,20,100,0,100
202409,10698,33,29,4,0,0,0
202501,21695,53,29,24,10,0,10
202409,10749,31,33,-2,0,0,0
202409,12342,25,8,17,25,0,25
202501,21324,20,9,11,4,0,4
202501,23911,35,0,35,0,0,0
202409,12997,100,76,24,10,0,10
202501,22437,35,23,12,20,0,20
202501,22935,60,60,0,100,36,64
202409,10792,17,17,0,0,0,0
202501,20276,24,24,0,4,4,0
202501,20762,55,55,0,40,14,26
202501,22468,35,35,0,100,2,98
202501,20551,35,29,6,100,0,100
202409,13069,25,25,0,100,0,100
202501,21602,22,17,5,0,0,0
202409,11062,35,34,1,0,0,0
202409,13971,10,2,8,100,0,100
202409,13294,30,29,1,100,0,100
202501,23682,30,28,2,100,0,100
202409,13159,38,37,1,50,0,50
202409,13292,250,249,1,100,0,100
202409,12726,24,24,0,0,0,0
202501,20752,49,49,0,40,27,13
202501,22012,80,33,47,0,0,0
202409,12577,35,25,10,20,0,20
202501,22842,40,40,0,0,0,0
202501,22022,32,32,0,5,1,4
202501,21535,88,88,0,40,3,37
202501,21841,20,0,20,100,0,100
202501,20365,100,87,13,100,0,100
202501,22237,3,0,3,3,0,3
202501,21570,22,18,4,0,0,0
202501,22774,25,25,0,30,30,0
202409,12087,215,211,4,100,0,100
202409,11427,16,8,8,4,0,4
202409,11497,90,91,-1,50,0,50
202501,23882,3,1,2,3,0,3
202501,20552,20,20,0,100,0,100
202409,10479,16,16,0,0,0,0
202501,21010,90,33,57,100,0,100
202409,13759,75,67,8,100,0,100
202409,10090,22,17,5,10,0,10
202501,21801,30,0,30,30,0,30
202409,11393,25,24,1,4,0,4
202501,21334,35,2,33,100,0,100
202409,12674,24,24,0,0,0,0
202409,11708,60,56,4,100,0,100
202501,21428,24,20,4,20,0,20
202409,10326,22,22,0,4,0,4
202409,11137,43,11,32,0,0,0
202409,12402,20,5,15,3,0,3
202409,10094,22,0,22,10,0,10
202501,21928,80,80,0,40,2,38
202501,21400,60,45,15,50,0,50
202409,11341,22,22,0,100,0,100
202501,20886,16,16,0,3,1,2
202409,13737,44,44,0,100,0,100
202409,12077,40,38,2,20,0,20
202409,11355,23,17,6,23,0,23
202501,20427,358,341,17,100,0,100
202501,22194,50,4,46,100,0,100
202501,20046,100,100,0,20,18,2
202409,11461,75,67,8,100,0,100
202501,20360,20,20,0,4,4,0
202409,13740,65,35,30,0,0,0
202409,10890,30,25,5,100,0,100
202501,23448,18,16,2,0,0,0
202501,21599,22,22,0,0,0,0
202501,21076,66,56,10,0,0,0
202409,12326,5,0,5,5,0,5
202501,21021,30,16,14,0,0,0
202409,12111,25,20,5,12,0,12
202409,12062,40,11,29,10,0,10
202501,22902,25,22,3,100,0,100
202409,14089,20,9,11,0,0,0
202501,20639,145,132,13,14,0,14
202409,10061,60,59,1,30,0,30
202409,11287,20,12,8,2,0,2
202501,20374,150,150,0,100,8,92
202501,21162,30,27,3,2,0,2
202409,10627,70,51,19,70,0,70
202409,13915,53,48,5,100,0,100
202409,10458,45,44,1,10,0,10
202409,10586,80,80,0,100,0,100
202501,22212,5,0,5,5,0,5
202501,21949,160,121,39,70,0,70
202409,13842,120,70,50,100,0,100
202409,11136,43,11,32,100,0,100
202409,11094,30,11,19,0,0,0
202409,13865,30,17,13,0,0,0
202501,20177,18,10,8,0,0,0
202409,11415,66,35,31,100,0,100
202409,10497,30,29,1,4,0,4
202501,20671,30,27,3,0,0,0
202409,12919,35,32,3,0,0,0
202409,10524,150,125,25,100,0,100
202409,13307,12,12,0,10,0,10
202409,11496,45,35,10,50,0,50
202409,10575,80,79,1,100,0,100
202501,22462,40,40,0,100,1,99
202409,10680,31,30,1,0,0,0
202501,22780,25,25,0,30,29,1
202501,20900,16,6,10,3,0,3
202409,11015,30,23,7,3,0,3
202501,22480,40,12,28,100,0,100
202409,12762,24,23,1,100,0,100
202409,12072,55,36,19,12,0,12
202409,10937,18,15,3,3,0,3
202409,11493,16,15,1,1,0,1
202501,20712,130,130,0,40,24,16
202409,11373,23,15,8,23,0,23
202501,22152,30,12,18,0,0,0
202409,12663,24,24,0,0,0,0
202409,10539,12,12,0,2,0,2
202409,12176,151,115,36,30,0,30
202409,10001,25,23,2,40,0,40
202501,21916,40,35,5,40,0,40
202501,23536,25,12,13,0,0,0
202409,12115,40,37,3,20,0,20
202501,20368,40,32,8,100,0,100
202501,21452,24,21,3,5,0,5
202409,10726,30,23,7,0,0,0
202409,10081,75,63,12,100,0,100
202501,20252,317,317,0,100,24,76
202409,13963,10,2,8,100,0,100
202501,20586,100,47,53,80,0,80
202501,20350,20,20,0,4,4,0
202501,21943,60,60,0,35,0,35
202501,20481,9,9,0,0,0,0
202501,20355,22,21,1,4,4,0
202501,20348,100,100,0,100,23,77
202501,21121,31,31,0,0,0,0
202409,13831,24,9,15,0,0,0
202501,20150,30,28,2,100,15,85
202501,22020,150,98,52,30,0,30
202409,12791,20,18,2,2,0,2
202501,23038,30,28,2,15,0,15
202501,22660,20,12,8,2,0,2
202501,20662,20,20,0,10,0,10
202409,11285,32,32,0,2,0,2
202501,22542,24,24,0,0,0,0
202409,10996,16,8,8,3,0,3
202409,10895,60,51,9,100,0,100
202409,12949,25,25,0,100,0,100
202409,10494,30,30,0,4,0,4
202501,22278,5,2,3,5,0,5
202501,23999,1,1,0,0,0,0
202409,10508,30,29,1,4,0,4
202409,11273,32,30,2,30,0,30
202409,11188,8,4,4,0,0,0
202501,22534,24,19,5,0,0,0
202409,12366,5,0,5,5,0,5
202409,11291,32,30,2,2,0,2
202501,20130,22,22,0,100,8,92
202501,20925,30,30,0,3,3,0
202409,11822,53,42,11,5,0,5
202501,20768,15,0,15,10,0,10
202409,10362,16,9,7,4,0,4
202501,20590,100,53,47,80,0,80
202501,21792,20,0,20,20,0,20
202501,22872,100,18,82,100,0,100
202409,10835,6,4,2,10,0,10
202409,11444,150,143,7,100,0,100
202409,13278,16,13,3,100,0,100
202501,22644,20,18,2,2,0,2
202409,13123,18,4,14,30,0,30
202501,23890,21,21,0,100,2,98
202501,21312,64,38,26,100,0,100
202409,11573,19,14,5,10,0,10
202409,10254,24,17,7,10,0,10
202501,20089,22,22,0,10,1,9
202501,21624,30,30,0,30,3,27
202409,12081,80,77,3,40,0,40
202501,23735,10,3,7,100,0,100
202501,21738,60,32,28,100,0,100
202501,22744,35,34,1,0,0,0
202501,23099,15,9,6,100,0,100
202501,21955,45,33,12,100,0,100
202409,12740,9,9,0,0,0,0
202501,20893,20,4,16,3,0,3
202409,13033,28,26,2,0,0,0
202409,10812,23,20,3,0,0,0
202501,21023,75,41,34,100,0,100
202501,21355,18,18,0,5,2,3
202501,20274,24,24,0,4,4,0
202409,10611,250,250,0,100,0,100
202409,10892,60,45,15,100,0,100
202409,10941,22,19,3,3,0,3
202501,22520,24,24,0,0,0,0
202501,23876,4,2,2,0,0,0
202501,20206,32,32,0,100,8,92
202409,11559,24,21,3,5,0,5
202409,10567,37,32,5,5,0,5
202409,11343,44,37,7,100,0,100
202501,21403,23,23,0,5,5,0
202409,13978,10,6,4,100,0,100
202501,21099,20,9,11,25,0,25
202409,11682,22,21,1,0,0,0
202501,20102,20,20,0,10,1,9
202501,20146,18,18,0,100,1,99
202409,12669,24,22,2,0,0,0
202409,12396,3,2,1,3,0,3
202409,10279,24,24,0,4,0,4
202409,11471,18,17,1,5,0,5
202501,21313,20,20,0,4,1,3
202409,13064,25,22,3,100,0,100
202409,12941,100,99,1,100,0,100
202501,23779,10,5,5,100,0,100
202409,10240,32,32,0,100,0,100
202501,21744,40,40,0,100,3,97
202409,12947,25,17,8,30,0,30
202409,12705,24,19,5,0,0,0
202409,10186,18,16,2,0,0,0
202501,20094,36,36,0,30,4,26
202501,21302,22,19,3,4,0,4
202409,10374,24,22,2,4,0,4
202409,14110,20,8,12,0,0,0
202409,12106,175,169,6,70,0,70
202501,21997,90,90,0,50,19,31
202409,11420,37,32,5,100,0,100
202409,10154,18,15,3,100,0,100
202409,13291,250,250,0,100,0,100
202409,10197,39,34,5,5,0,5
202501,21328,40,15,25,100,0,100
202409,12331,5,0,5,5,0,5
202501,21397,36,21,15,50,0,50
202409,12556,40,40,0,10,0,10
202501,20438,46,46,0,0,0,0
202501,20621,50,27,23,50,0,50
202501,21797,31,31,0,30,0,30
202409,11265,32,29,3,30,0,30
202501,22470,35,35,0,100,8,92
202409,13974,10,3,7,100,0,100
202409,13194,90,54,36,10,0,10
202501,22158,20,9,11,100,0,100
202501,22962,18,2,16,30,0,30
202409,10950,32,28,4,3,0,3
202409,10954,150,128,22,50,0,50
202409,11922,25,23,2,25,0,25
202409,11242,42,43,-1,0,0,0
202501,22015,32,29,3,10,1,9
202409,12300,50,11,39,100,0,100
202501,23837,50,50,0,100,4,96
202501,21393,15,15,0,5,4,1
202409,10161,31,29,2,100,0,100
202501,23477,15,13,2,0,0,0
202501,22655,110,86,24,100,0,100
202501,20689,20,19,1,10,0,10
202501,21240,60,30,30,60,0,60
202409,11858,110,89,21,100,0,100
202501,22134,5,2,3,5,0,5
202409,12625,30,11,19,100,0,100
202409,11284,32,30,2,2,0,2
202501,21114,66,62,4,0,0,0
202409,13078,25,23,2,100,0,100
202409,10215,32,32,0,100,0,100
202501,21727,200,182,18,100,4,96
202501,23574,75,58,17,100,0,100
202501,20153,30,30,0,100,0,100
202501,20128,22,22,0,100,9,91
202409,12044,200,192,8,100,0,100
202501,23685,30,32,-2,100,0,100
202501,22401,40,1,39,0,0,0
202409,12447,3,1,2,3,0,3
202501,21069,31,31,0,0,0,0
202501,20211,13,13,0,50,0,50
202409,11292,31,30,1,2,0,2
202501,21759,46,46,0,100,5,95
202501,22541,24,24,0,0,0,0
202501,22745,35,31,4,0,0,0
202409,11585,15,10,5,5,0,5
202409,12185,27,26,1,10,0,10
202501,23828,25,8,17,0,0,0
202409,11477,75,72,3,100,0,100
202409,10461,358,231,127,100,0,100
202409,10945,234,220,14,50,0,50
202409,11430,16,5,11,4,0,4
202501,22502,80,80,0,20,1,19
202501,23132,15,15,0,100,0,100
202409,11880,50,36,14,100,0,100
202409,12664,24,24,0,0,0,0
202409,10463,299,182,117,100,0,100
202501,20332,18,18,0,4,4,0
202501,22721,25,25,0,0,0,0
202409,11681,22,22,0,0,0,0
202501,22703,317,316,1,100,8,92
202409,11547,35,31,4,100,0,100
202409,10102,35,21,14,100,0,100
202501,21404,32,16,16,10,0,10
202501,21993,90,90,0,50,21,29
202409,10155,18,17,1,100,0,100
202409,12460,5,1,4,5,0,5
202501,23960,60,60,0,100,0,100
202409,10693,33,31,2,0,0,0
202409,14042,5,1,4,0,0,0
202409,11013,28,23,5,3,0,3
202501,22439,20,1,19,15,0,15
202501,23575,75,62,13,100,0,100
202501,23818,25,14,11,0,0,0
202409,13216,180,116,64,70,0,70
202409,12621,75,74,1,100,0,100
202409,11690,22,21,1,0,0,0
